10100001,101,1,3,3,-100,-50
10100002,101,1,3,3,-50,20
10100003,101,1,3,3,-50,20
10100004,101,1,3,3,-125,-100
10100005,101,1,3,3,-75,-25
10100006,101,1,3,3,-75,-25
10100008,101,1,3,3,-125,-25
10100009,101,1,3,3,-25,10
10100010,101,1,3,3,-125,-25
10100011,101,1,3,3,-125,-25
10100012,101,1,3,3,-125,-25
10100013,101,1,3,3,-125,-25
10100014,101,1,3,3,-125,-25
10100015,101,1,3,3,-125,-25
10100016,101,1,3,3,-125,-25
10100017,101,1,3,3,-25,125
10100019,101,1,3,3,-25,125
10100020,101,1,3,3,-25,125
10100021,101,1,12,70,-125,-100
10100022,101,1,10,70,-125,-100
10100023,101,1,31,70,-50,37
10100024,101,1,31,70,-50,37
10100025,101,1,31,70,-50,37
10100026,101,1,10,70,-50,37
10100027,101,1,39,70,-33,20
10100030,101,1,31,70,-33,20
10100031,101,1,10,70,-50,37
10100032,101,1,14,70,-125,-90
10100033,101,1,14,70,-200,-90
10100034,101,1,14,70,-200,-90
10100035,101,1,14,70,-50,37
10100036,101,1,14,70,-50,37
10100037,101,1,14,70,-50,37
10100038,101,1,14,70,-50,37
10100039,101,1,14,70,-50,37
10100040,101,1,14,70,-50,37
10100041,101,1,14,70,-50,37
10100042,101,1,14,70,-133,-30
10100043,101,1,6,70,-50,37
10100044,101,1,14,70,-50,37
10100045,101,1,14,70,-50,37
10100046,101,1,6,70,-50,37
10100047,101,1,14,70,-50,37
10100048,101,1,14,70,-50,37
10100050,101,1,14,70,-50,37
10100051,101,1,10,70,-50,37
10100052,101,1,14,70,-50,37
10100053,101,1,14,6,-30,100
10100054,101,1,14,6,-30,100
10100055,101,1,14,6,-30,100
10100056,101,1,12,6,-30,100
10100057,101,2,14,91,10,37
10100058,101,1,14,91,10,37
10100059,101,1,14,91,10,37
10100060,101,1,12,74,-200,-100
10100061,101,1,10,70,-125,-50
10100062,101,1,10,70,-125,-50
10100063,101,1,5,70,-125,-50
10100064,101,1,12,70,-125,-50
10100065,101,1,12,70,-125,-50
10100066,101,1,12,70,-125,-50
10100067,101,1,12,70,-125,-50
10100068,101,1,12,70,-125,-50
10100069,101,1,37,70,-50,37
10100070,101,1,37,70,-50,37
10100071,101,1,37,70,-50,37
10100072,101,1,10,70,-50,37
10100073,101,1,10,70,-50,37
10100074,101,1,10,70,-50,37
10100078,101,1,37,70,-30,14
10100079,101,1,37,73,-150,14
10100080,101,1,37,70,-30,14
10100081,101,1,10,70,-30,14
10100082,101,1,8,70,-30,14
10100083,101,1,31,70,-30,14
10100084,101,1,33,70,-30,14
10100085,101,1,33,70,-30,14
10100086,101,1,31,70,-30,14
10100087,101,1,31,70,-100,14
10100088,101,1,10,70,-30,14
10100089,101,1,10,70,-30,14
10100090,101,1,10,70,-30,14
10100091,101,1,10,70,-30,14
10100092,101,1,10,70,-30,14
10100093,101,1,10,70,-30,14
10100094,101,1,10,70,-30,14
10100095,101,1,10,70,-30,14
10100096,101,1,10,70,-30,14
10100097,101,1,10,70,-30,14
10100098,101,1,10,70,-30,14
10100099,101,1,12,70,-30,14
10100100,101,1,12,73,-30,14
10100101,101,1,12,70,-30,14
10100102,101,1,34,73,1,14
10100103,101,1,34,70,-30,14
10100104,101,1,31,70,-30,14
10100105,101,1,34,70,-30,14
10100106,101,1,5,74,-30,14
10100107,101,1,37,4,-30,14
10100108,101,1,37,70,-30,14
10100109,101,1,10,70,-30,14
10100110,101,1,10,70,-30,14
10100111,101,1,8,70,-30,14
10100113,101,1,12,73,-100,-1
10100114,101,1,12,73,-100,-1
10100115,101,1,39,73,-100,-1
10100116,101,1,39,73,-100,-1
10100117,101,1,10,73,-200,-150
10100118,101,1,10,73,-125,-80
10100119,101,1,12,73,-125,-80
10100120,101,1,10,73,-125,-80
10100121,101,1,12,73,-125,-80
10100122,101,1,12,73,-125,-80
10100123,101,1,12,73,-175,-50
10100124,101,1,10,73,-100,-1
10100125,101,1,10,73,-100,-1
10100126,101,1,10,73,-100,20
10100127,101,1,10,73,-100,20
10100128,101,1,10,73,-100,20
10100129,101,1,10,73,-100,20
10100130,101,1,10,73,-100,20
10100131,101,1,10,73,-100,20
10100132,101,1,12,73,-100,20
10100133,101,1,12,73,-100,20
10100134,101,1,12,73,-100,20
10100135,101,1,12,73,-100,20
10100136,101,1,12,73,-100,20
10100140,101,1,31,73,-100,20
10100141,101,1,37,70,-75,-25
10100142,101,1,37,73,-100,20
10100143,101,6,37,73,-100,20
10100144,101,3,37,73,-100,20
10100146,101,1,5,73,-100,20
10100147,101,1,5,73,-100,20
10100148,101,1,10,73,-100,20
10100150,101,1,10,73,-100,20
10100151,101,1,10,73,-100,20
10100152,101,1,10,73,-100,20
10100153,101,1,12,73,-100,20
10100154,101,1,12,73,-100,20
10100155,101,1,12,73,-100,20
10100156,101,30,12,73,-100,20
10100157,101,6,37,73,-100,20
10100158,101,4,37,73,-100,20
10100159,101,1,37,73,-100,20
10100160,101,1,37,73,-100,20
10100161,101,1,12,73,1,100
10100162,101,1,60,2,-150,-90
10100163,101,1,60,2,-30,20
10100164,101,1,60,2,-30,20
10100165,101,1,60,2,-33,-1
10100167,101,1,60,2,-90,-30
10100168,101,1,5,5,-150,-50
10100169,101,1,5,5,-150,-50
10100170,101,1,5,5,-150,-50
10100171,101,1,31,5,-150,-175
10100173,101,1,31,5,-150,-175
10100175,101,1,5,5,-100,-30
10100176,101,1,31,5,-150,200
10100177,101,1,6,5,-30,100
10100178,101,2,6,5,-30,100
10100179,101,1,6,5,-30,100
10100181,101,1,31,5,-50,100
10100182,101,1,5,5,-30,200
10100183,101,1,31,5,-30,200
10100184,101,1,31,5,17,37
10100185,101,2,31,5,-100,-30
10100187,101,1,31,5,14,100
10100188,101,1,31,5,-150,200
10100189,101,1,31,5,1,50
10100190,101,1,8,50,-50,-30
10100191,101,1,8,50,-30,47
10100192,101,1,6,50,-50,-20
10100193,101,1,8,50,-30,-12
10100194,101,1,8,50,-12,15
10100195,101,1,8,50,10,15
10100196,101,1,8,50,1,50
10100197,101,19,6,50,1,20
10100198,101,1,6,50,-15,25
10100199,101,1,8,50,-25,25
10100200,101,2,8,50,-25,25
10100205,101,1,8,50,14,100
10100206,101,1,8,50,-15,125
10100207,101,1,8,50,-20,125
10100215,101,1,6,50,1,100
10100222,101,2,5,50,-50,200
10100230,101,1,6,1,-110,-90
10100231,101,1,8,1,-150,-100
10100232,101,1,8,1,-125,-100
10100233,101,1,8,1,-125,-100
10100234,101,1,6,1,-125,-100
10100235,101,1,6,1,-70,-30
10100236,101,1,8,1,-200,-25
10100237,101,1,6,1,-100,-25
10100238,101,1,6,1,-100,-25
10100239,101,1,8,1,-50,-25
10100240,101,1,6,1,-200,-25
10100241,101,1,8,1,-200,-25
10100242,101,1,6,1,-200,-1
10100243,101,1,6,1,-200,37
10100244,101,1,6,1,-200,37
10100245,101,1,6,1,-200,37
10100246,101,1,8,1,-200,-1
10100247,101,1,6,1,-200,37
10100248,101,1,8,1,-200,37
10100249,101,1,6,1,-70,-30
10100250,101,1,6,1,-200,37
10100251,101,1,6,1,-40,-20
10100252,101,1,8,1,-200,37
10100253,101,1,6,1,-100,-50
10100254,101,1,6,1,-200,37
10100255,101,1,6,1,-200,37
10100256,101,1,6,1,-50,20
10100257,101,24,5,1,-220,-1
10100258,101,1,6,1,-200,-200
10100261,101,1,6,1,-250,-200
10100264,101,1,52,1,-40,-20
10100266,101,3,6,90,-50,37
10100267,101,1,6,90,-50,37
20100001,201,2,3,3,-150,-100
20100002,201,1,3,3,-150,-100
20100003,201,41,3,3,-150,-20
20100004,201,33,3,3,-150,-20
20100005,201,14,3,3,-150,-20
20100006,201,38,3,3,-150,-20
20100007,201,13,3,3,-150,-20
20100008,201,7,3,3,-150,-20
20100009,201,34,3,3,-150,-20
20100010,201,33,3,3,-150,-20
20100011,201,97,3,3,-150,-20
20100012,201,1060,3,3,-150,-20
20100013,201,704,3,3,-150,-20
20100014,201,574,3,3,-150,-20
